2023 Canada Energy Regulator (CER) Data,,,Emissions (MT CO2e),,,,,
Region,Sector,Year,Global Net Zero,Canada Net Zero,Current Measures,,,
CANADA,Electricity,2042,-20.90917289,-20.20071619,23.40149274,,,
CANADA,Heavy Industry,2042,25.16538086,25.50652088,60.00625111,,,
CANADA,Low or Non-emitting Hydrogen Production,2042,-9.9409172,-12.3220596,0.910641,,,
CANADA,"Land Use, Land Use Change and Forestry",2042,-42,-42,-12.5,,,
CANADA,Oil and Gas,2042,34.53693019,45.29177179,153.3493523,,,
CANADA,Transportation,2042,56.32652758,54.79910077,152.8417377,,,
CANADA,Waste and Others,2042,29.99942387,30.17682564,48.55296243,,,
CANADA,Agriculture,2043,55.54535771,55.21807883,75.90629783,,,
CANADA,Direct Air Capture,2043,-11.08262213,-10.50762741,0,,,
CANADA,Buildings,2043,35.14836159,34.80322339,63.47627193,,,
CANADA,Electricity,2043,-22.88512888,-22.15722077,21.56910093,,,
CANADA,Heavy Industry,2043,23.99288735,24.38823505,60.37770762,,,
CANADA,Low or Non-emitting Hydrogen Production,2043,-11.042158,-13.7317244,0.92435,,,
CANADA,"Land Use, Land Use Change and Forestry",2043,-43,-43,-12.5,,,
CANADA,Oil and Gas,2043,32.13085374,43.35530839,152.2290441,,,
CANADA,Transportation,2043,49.8055338,48.45681244,152.3223819,,,
CANADA,Waste and Others,2043,29.41458454,29.60381554,48.8173234,,,
CANADA,Agriculture,2044,54.66489303,54.31546631,76.22620031,,,
CANADA,Direct Air Capture,2044,-14.51899947,-15.43375216,0,,,
CANADA,Buildings,2044,33.33793433,33.14330785,63.45423995,,,
CANADA,Electricity,2044,-25.0721844,-24.34974926,19.51973997,,,
CANADA,Heavy Industry,2044,23.11091826,23.24361514,60.7767735,,,
CANADA,Low or Non-emitting Hydrogen Production,2044,-12.1220788,-15.1351048,0.937246,,,
CANADA,"Land Use, Land Use Change and Forestry",2044,-44,-44,-12.5,,,
CANADA,Oil and Gas,2044,29.9918386,41.33981175,151.5251569,,,
CANADA,Transportation,2044,43.68605709,42.49213536,151.9875516,,,
CANADA,Waste and Others,2044,28.87253013,29.07735401,49.10864236,,,
CANADA,Agriculture,2045,53.77715531,53.44138833,76.59100565,,,
CANADA,Direct Air Capture,2045,-18.50257415,-20.9767171,0,,,
CANADA,Buildings,2045,31.65429058,31.56185138,63.48335391,,,
CANADA,Electricity,2045,-27.17090334,-26.46567382,18.00870732,,,
CANADA,Heavy Industry,2045,22.34053179,22.52632113,61.27199916,,,
CANADA,Low or Non-emitting Hydrogen Production,2045,-13.1658332,-16.4217484,0.951132,,,
CANADA,"Land Use, Land Use Change and Forestry",2045,-45,-45,-12.5,,,
CANADA,Oil and Gas,2045,26.98649427,39.4803992,150.5868061,,,
CANADA,Transportation,2045,37.99398822,36.96732284,151.8232208,,,
CANADA,Waste and Others,2045,28.35097291,28.56452897,49.43852051,,,
CANADA,Agriculture,2046,52.91835459,52.57801402,76.95576505,,,
CANADA,Direct Air Capture,2046,-23.0211784,-26.64547807,0,,,
CANADA,Buildings,2046,30.19868712,30.08748702,63.54979613,,,
CANADA,Electricity,2046,-29.06183699,-28.28177019,17.79538677,,,
CANADA,Heavy Industry,2046,21.50986558,21.67822849,61.82862958,,,
CANADA,Low or Non-emitting Hydrogen Production,2046,-14.5867332,-18.23905032,0.965262,,,
CANADA,"Land Use, Land Use Change and Forestry",2046,-46,-46,-12.5,,,
CANADA,Oil and Gas,2046,23.70647213,37.83372709,150.0717121,,,
CANADA,Transportation,2046,32.64912163,31.78085527,151.8436119,,,
CANADA,Waste and Others,2046,27.83070798,28.06050775,49.79005411,,,
CANADA,Agriculture,2047,52.15400081,51.72406687,77.26755738,,,
CANADA,Direct Air Capture,2047,-28.05083132,-32.92458429,0,,,
CANADA,Buildings,2047,28.54857168,28.48502685,63.40925868,,,
CANADA,Electricity,2047,-30.81684052,-30.10375906,17.9375845,,,
CANADA,Heavy Industry,2047,20.91647133,20.82485252,62.34072831,,,
CANADA,Low or Non-emitting Hydrogen Production,2047,-16.07081472,-20.01555344,0.97958,,,
CANADA,"Land Use, Land Use Change and Forestry",2047,-47,-47,-12.5,,,
CANADA,Oil and Gas,2047,21.98620828,36.28121566,149.6242485,,,
CANADA,Transportation,2047,27.61851744,26.89498763,151.9546911,,,
CANADA,Waste and Others,2047,27.3441707,27.59453265,50.1560266,,,
CANADA,Agriculture,2048,51.45543074,50.89428237,77.57764961,,,
CANADA,Direct Air Capture,2048,-33.55923229,-39.78040571,0,,,
CANADA,Buildings,2048,27.17990696,27.22931895,63.54572322,,,
CANADA,Electricity,2048,-32.47989663,-31.88349658,17.87746594,,,
CANADA,Heavy Industry,2048,20.24502532,20.20542524,62.8682319,,,
CANADA,Low or Non-emitting Hydrogen Production,2048,-17.60142056,-21.74925968,0.992976,,,
CANADA,"Land Use, Land Use Change and Forestry",2048,-48,-48,-12.5,,,
CANADA,Oil and Gas,2048,20.35039071,34.74463757,149.2645214,,,
CANADA,Transportation,2048,22.92478914,22.35253594,152.1872934,,,
CANADA,Waste and Others,2048,26.89853396,27.15182853,50.54936587,,,
CANADA,Agriculture,2049,50.81686826,50.09598593,77.96158775,,,
CANADA,Direct Air Capture,2049,-39.50910415,-47.16788848,0,,,
CANADA,Buildings,2049,25.96320412,26.0384488,63.71653295,,,
CANADA,Electricity,2049,-34.07793585,-33.64222028,17.94103398,,,
CANADA,Heavy Industry,2049,19.81224124,19.54219027,63.46993417,,,
CANADA,Low or Non-emitting Hydrogen Production,2049,-19.19615312,-23.46094608,1.007212,,,
CANADA,"Land Use, Land Use Change and Forestry",2049,-49,-49,-12.5,,,
CANADA,Oil and Gas,2049,18.85442128,33.28264818,149.1398446,,,
CANADA,Transportation,2049,18.57979972,18.09483061,152.6119572,,,
CANADA,Waste and Others,2049,26.53697269,26.73311801,50.99763139,,,
CANADA,Agriculture,2050,50.19673369,49.34236453,78.38869089,,,
CANADA,Direct Air Capture,2050,-45.8610234,-55.03647796,0,,,
CANADA,Buildings,2050,24.88166112,24.95053838,63.89708761,,,
CANADA,Electricity,2050,-36.01528864,-35.44024209,18.03427124,,,
CANADA,Heavy Industry,2050,19.37596273,19.10080467,64.11285145,,,
CANADA,Low or Non-emitting Hydrogen Production,2050,-20.7578472,-25.1005784,1.030571,,,
CANADA,"Land Use, Land Use Change and Forestry",2050,-50,-50,-12.5,,,
CANADA,Oil and Gas,2050,17.35522222,31.86210077,148.8271199,,,
CANADA,Transportation,2050,14.76673454,14.2978521,153.1754225,,,
CANADA,Waste and Others,2050,26.20108575,26.35733217,51.48111977,,,
